path,label_id,label_name
images/train_hurricane_0017.jpg,2,hurricane
images/train_hurricane_0052.jpg,2,hurricane
images/train_hurricane_0171.jpg,2,hurricane
images/train_hurricane_0109.jpg,2,hurricane
images/train_hurricane_0181.jpg,2,hurricane
images/train_hurricane_0219.jpg,2,hurricane
images/train_hurricane_0068.jpg,2,hurricane
images/train_hurricane_0143.jpg,2,hurricane
images/train_hurricane_0059.jpg,2,hurricane
images/train_hurricane_0224.jpg,2,hurricane
images/train_hurricane_0003.jpg,2,hurricane
images/train_hurricane_0006.jpg,2,hurricane
images/train_hurricane_0147.jpg,2,hurricane
images/train_hurricane_0222.jpg,2,hurricane
images/train_hurricane_0026.jpg,2,hurricane
images/train_hurricane_0152.jpg,2,hurricane
images/train_hurricane_0064.jpg,2,hurricane
images/train_hurricane_0221.jpg,2,hurricane
images/train_hurricane_0092.jpg,2,hurricane
images/train_hurricane_0077.jpg,2,hurricane
images/train_hurricane_0096.jpg,2,hurricane
images/train_hurricane_0038.jpg,2,hurricane
images/train_hurricane_0155.jpg,2,hurricane
images/train_hurricane_0032.jpg,2,hurricane
images/train_hurricane_0088.jpg,2,hurricane
images/train_hurricane_0196.jpg,2,hurricane
images/train_hurricane_0105.jpg,2,hurricane
images/train_hurricane_0102.jpg,2,hurricane
images/train_hurricane_0063.jpg,2,hurricane
images/train_hurricane_0028.jpg,2,hurricane
images/train_hurricane_0167.jpg,2,hurricane
images/train_hurricane_0101.jpg,2,hurricane
images/train_hurricane_0139.jpg,2,hurricane
images/train_hurricane_0213.jpg,2,hurricane
images/train_hurricane_0121.jpg,2,hurricane
images/train_hurricane_0204.jpg,2,hurricane
images/train_hurricane_0132.jpg,2,hurricane
images/train_hurricane_0050.jpg,2,hurricane
images/train_hurricane_0165.jpg,2,hurricane
images/train_hurricane_0182.jpg,2,hurricane
images/train_hurricane_0002.jpg,2,hurricane
images/train_hurricane_0201.jpg,2,hurricane
images/train_hurricane_0094.jpg,2,hurricane
images/train_hurricane_0157.jpg,2,hurricane
images/train_hurricane_0206.jpg,2,hurricane
images/train_hurricane_0014.jpg,2,hurricane
images/train_hurricane_0085.jpg,2,hurricane
images/train_hurricane_0151.jpg,2,hurricane
images/train_hurricane_0164.jpg,2,hurricane
images/train_hurricane_0162.jpg,2,hurricane
images/train_hurricane_0161.jpg,2,hurricane
images/train_hurricane_0212.jpg,2,hurricane
images/train_hurricane_0011.jpg,2,hurricane
images/train_hurricane_0113.jpg,2,hurricane
images/train_hurricane_0126.jpg,2,hurricane
images/train_hurricane_0023.jpg,2,hurricane
images/train_hurricane_0134.jpg,2,hurricane
images/train_hurricane_0218.jpg,2,hurricane
images/train_hurricane_0008.jpg,2,hurricane
images/train_hurricane_0146.jpg,2,hurricane
images/train_hurricane_0051.jpg,2,hurricane
images/train_hurricane_0049.jpg,2,hurricane
images/train_hurricane_0193.jpg,2,hurricane
images/train_hurricane_0192.jpg,2,hurricane
images/train_hurricane_0138.jpg,2,hurricane
images/train_hurricane_0015.jpg,2,hurricane
images/train_hurricane_0116.jpg,2,hurricane
images/train_hurricane_0179.jpg,2,hurricane
images/train_hurricane_0119.jpg,2,hurricane
images/train_hurricane_0188.jpg,2,hurricane
images/train_hurricane_0039.jpg,2,hurricane
images/train_hurricane_0070.jpg,2,hurricane
images/train_hurricane_0168.jpg,2,hurricane
images/train_hurricane_0098.jpg,2,hurricane
images/train_hurricane_0090.jpg,2,hurricane
images/train_hurricane_0010.jpg,2,hurricane
images/train_hurricane_0131.jpg,2,hurricane
images/train_hurricane_0089.jpg,2,hurricane
images/train_hurricane_0191.jpg,2,hurricane
images/train_hurricane_0189.jpg,2,hurricane
images/train_hurricane_0061.jpg,2,hurricane
images/train_hurricane_0194.jpg,2,hurricane
images/train_hurricane_0125.jpg,2,hurricane
images/train_hurricane_0214.jpg,2,hurricane
images/train_hurricane_0137.jpg,2,hurricane
images/train_hurricane_0130.jpg,2,hurricane
images/train_hurricane_0033.jpg,2,hurricane
images/train_hurricane_0169.jpg,2,hurricane
images/train_hurricane_0228.jpg,2,hurricane
images/train_hurricane_0153.jpg,2,hurricane
images/train_hurricane_0095.jpg,2,hurricane
images/train_hurricane_0037.jpg,2,hurricane
images/train_hurricane_0001.jpg,2,hurricane
images/train_hurricane_0227.jpg,2,hurricane
images/train_hurricane_0082.jpg,2,hurricane
images/train_hurricane_0104.jpg,2,hurricane
images/train_hurricane_0133.jpg,2,hurricane
images/train_hurricane_0190.jpg,2,hurricane
images/train_hurricane_0186.jpg,2,hurricane
images/train_hurricane_0087.jpg,2,hurricane
images/train_hurricane_0211.jpg,2,hurricane
images/train_hurricane_0097.jpg,2,hurricane
images/train_hurricane_0142.jpg,2,hurricane
images/train_hurricane_0183.jpg,2,hurricane
images/train_hurricane_0009.jpg,2,hurricane
images/train_hurricane_0067.jpg,2,hurricane
images/train_hurricane_0107.jpg,2,hurricane
images/train_hurricane_0079.jpg,2,hurricane
images/train_hurricane_0035.jpg,2,hurricane
images/train_hurricane_0029.jpg,2,hurricane
images/train_hurricane_0149.jpg,2,hurricane
images/train_hurricane_0118.jpg,2,hurricane
images/train_hurricane_0220.jpg,2,hurricane
images/train_hurricane_0056.jpg,2,hurricane
images/train_hurricane_0195.jpg,2,hurricane
images/train_hurricane_0086.jpg,2,hurricane
images/train_hurricane_0044.jpg,2,hurricane
images/train_hurricane_0136.jpg,2,hurricane
images/train_hurricane_0048.jpg,2,hurricane
images/train_hurricane_0150.jpg,2,hurricane
images/train_hurricane_0019.jpg,2,hurricane
images/train_hurricane_0200.jpg,2,hurricane
images/train_hurricane_0041.jpg,2,hurricane
images/train_hurricane_0144.jpg,2,hurricane
images/train_hurricane_0071.jpg,2,hurricane
images/train_hurricane_0226.jpg,2,hurricane
images/train_hurricane_0127.jpg,2,hurricane
images/train_hurricane_0117.jpg,2,hurricane
images/train_hurricane_0124.jpg,2,hurricane
images/train_hurricane_0078.jpg,2,hurricane
images/train_hurricane_0040.jpg,2,hurricane
images/train_hurricane_0174.jpg,2,hurricane
images/train_hurricane_0007.jpg,2,hurricane
images/train_hurricane_0069.jpg,2,hurricane
images/train_hurricane_0103.jpg,2,hurricane
